title,id
Nogizaka Haruka no Himitsu: Finale,4732
Seitokai Yakuindomo OVA,2296
Noir,1248
Diamond no Ace Second Season,11205
Hakata Tonkotsu Ramens,21209
Aoi Sekai no Chuushin de,4934
Shinryaku! Ika Musume,1466
Sora yori mo Tooi Basho,21065
Blassreiter: Genetic,833
Hatenkou Yuugi,848
Norn9: Norn+Nonet,15159
Girls Bravo - First Season,278
Clockwork Planet,15424
Mushishi Zoku Shou,8230
xxxHOLiC,756
Baby Steps 2nd Season,9964
Himegoto,8605
Shikabane Hime: Kuro,785
Kidou Senshi Gundam SEED,893
Bonjour♪ Koiaji Pâtisserie,9652
Shin Shirayuki-hime Densetsu Pretear,1355
Shining Hearts: Shiawase no Pan,3320
Toriko,1890
Kimi to Boku. 2,3262
Fukigen na Mononokean,15780
.hack//Tasogare no Udewa Densetsu,293
Eureka Seven Ao,3278
Ikkitousen: Dragon Destiny,371
3D Kanojo: Real Girl,22223
Bishoujo Senshi Sailor Moon S,4199
Yamato Nadeshiko Shichi Henge,758
Kekkaishi,82
Gatchaman Crowds,6392
Koi wa Ameagari no You ni,18811
Suzuka,120
Major S3,4896
Zombieland Saga,24564
AKB0048,3277
Galilei Donna: Storia di Tre Sorelle a Caccia di un Mistero,6630
Hitori no Shita: The Outcast,17081
Days,15557
Karakai Jouzu no Takagi-san,21211
Kenkou Zenrakei Suieibu Umisho,402
Shinreigari: Ghost Hound,272
Aoi Bungaku Series,35
Shoujo-tachi wa Kouya wo Mezasu,14997
Amaenaideyo!! Katsu!!,13
Megalo Box,21946
Akiba's Trip: The Animation,17857
Major S4,4895
Trinity Blood,866
Reikenzan: Hoshikuzu-tachi no Utage,15183
Uta no☆Prince-sama♪ Maji Love Revolutions,9911
Basilisk: Kouga Ninpou Chou,601
Kyou Kara Maou! 3rd Season,437
Saiki Kusuo no Ψ Nan,16801
Gungrave,287
Domestic na Kanojo,24583
Boku no Kanojo ga Majime Sugiru Shojo Bitch na Ken,20583
Tennis no Ouji-sama,1146
Major S6,1164
Shuumatsu no Izetta,17083
Bishoujo Senshi Sailor Moon: Crystal,7717
Koukaku Kidoutai: Stand Alone Complex 2nd GIG,275
Major S5,4894
Isekai Shokudou,17794
Mouretsu Pirates,2364
Detroit Metal City,1311
Seiren,18100
Shounen Onmyouji,620
Killing Bites,18800
Bishoujo Senshi Sailor Moon Super S,4198
Escha & Logy no Atelier: Tasogare no Sora no Renkinjutsushi,8334
New Game!!,18749
Amatsuki,28
Gintama.,17893
Hitorijime My Hero,17350
Minami-ke,470
Kamisama Hajimemashita: Kako-hen,12145
Nanbaka 2nd Season,18286
Gin no Saji,6393
Tada-kun wa Koi wo Shinai,21888
Uchuu Senkan Yamato 2199,4049
Tate no Yuusha no Nariagari,20863
Onee-chan ga Kita,7740
Boruto: Naruto Next Generations,18402
Kono Bijutsubu ni wa Mondai ga Aru!,15437
Kamichama Karin,389
Mikagura Gakuen Kumikyoku,11375
Seisen Cerberus: Ryuukoku no Fatalités,15678
Vivid Red Operation,5188
Kamisama Kazoku,1076
Gyakkyou Burai Kaiji 2: Hakairoku Hen,1897
Candy Boy: Nonchalant Talk of the Certain Twin Sisters in Daily Life,211
Bishoujo Senshi Sailor Moon Sailor Stars,4197
Maburaho,117
Shijou Saikyou no Deshi Ken'ichi (2012),3186
Gakuen Alice,1122
Gochuumon wa Usagi Desu ka?,8337
Ushinawareta Mirai wo Motomete,9811
Ranpo Kitan: Game of Laplace,13141
Heavy Object,12260
Shingeki! Kyojin Chuugakkou,14005
Yami Shibai,6503
Mahou Shoujo Ikusei Keikaku,14864
Yowamushi Pedal: Grande Road,9812
Initial D Second Stage,360
Queens Blade: Rurou no Senshi,555
Grenadier: Hohoemi no Senshi,282
Ushio to Tora 2nd Season,13451
Sayonara Zetsubou Sensei,1188
Fate/kaleid liner Prisma☆Illya 2wei Herz!,9970
Gunslinger Stratos: The Animation,11245
Occultic;Nine,16220
Giant Killing,885
M3: Sono Kuroki Hagane,8573
Tokkou,705
Final Approach,79
Happy Sugar Life,22760
Okusama ga Seito Kaichou!+!,15702
Hetalia: The Beautiful World,5500
Chaos Dragon: Sekiryuu Seneki,12694
SoniAni: Super Sonico The Animation,7712
Ayashi no Ceres,1015
Kurozuka,514
Yuru Camp△,18666
Banana Fish,21988
Neo Angelique Abyss,499
Chuu Bra!!,153
Bakuten Shoot Beyblade G Revolution,1524
Koihime†Musou,427
Oushitsu Kyoushi Haine,18102
RWBY Volume 4,17382
ChäoS;Child,17298
Hataraku Saibou,22471
Gotoubun no Hanayome,25101
Love Lab,6300
Houseki no Kuni,19646
Kuromukuro,15469
Bloodivores,17767
Senyuu.,5201
Blue Dragon,194
D.C.: Da Capo,1048
Shining Tears X Wind,855
Seikaisuru Kado,15448
Fukumenkei Noise,16632
Kishuku Gakkou no Juliet,22708
Star Driver: Kagayaki no Takuto,1458
Super Lovers 2,17073
Selector Spread Wixoss,9197
Maria†Holic,459
Ikkitousen III: Great Guardians,859
Kiniro Mosaic,6311
Tenkuu no Escaflowne,741
Kamisama Dolls,1977
Kokkoku,21970
Vandread,739
Shoujo Shuumatsu Ryokou,21064
Pokémon: Diamond & Pearl,1947
UQ Holder!: Mahou Sensei Negima! 2,17144
Rewrite: Moon and Terra,17944
Seitokai no Ichizon Lv.2,4960
Gin no Guardian,16213
Luck & Logic,15174
Kaleido Star,387
Cuticle Tantei Inaba,5373
Tokimeki Memorial: Only Love,121
Kidou Tenshi Angelic Layer,31
Chikyuu Shoujo Arjuna,192
Hidan no Aria AA,14110
Classroom☆Crisis,11883
Shirobako,9740
Bakumatsu Kikansetsu Irohanihoheto,210
Futari wa Precure,549
Bakuten Shoot Beyblade 2002,1525
.hack//Roots,296
THE [email protected],1982
Hayate no Gotoku!! (S2),94
Okane ga Nai!,992
Tetsuwan Birdy Decode: 02,184
Rozen Maiden: Träumend,574
Aa! Megami-sama!: Sorezore no Tsubasa,99
Tonari no Seki-kun,7685
Megami Kouhosei,209
Saki,584
Saiunkoku Monogatari,1237
Mahou Shoujo Site,21627
Tonagura!,711
Yami no Matsuei,846
Fate/kaleid liner Prisma☆Illya 3rei!!,14883
Shinkyoku Soukai Polyphonica,618
Night Wizard,520
Ling Qi,18496
Speed Grapher,191
Hanamaru Youchien,301
Owarimonogatari 2nd Season,18950
Valkyrie Drive: Mermaid,11910
Love Live! Sunshine!!,13959
Phi Brain: Kami no Puzzle - Orpheus Order-hen,3270
"Senki Zesshou Symphogear G: In the Distance, That Day, When the Star Became Music...",6395
Brotherhood: Final Fantasy XV,16395
Chain Chronicle: Haecceitas no Hikari,18121
Mahou Shoujo Lyrical Nanoha,447
Girls Bravo - Second Season,279
Hakuouki: Sekkaroku,2846
Magi: Sinbad no Bouken,8384
Hai-Furi,14487
Princess Principal,19114
Kurogane no Linebarrels,434
Rental Magica,780
Mushishi Zoku Shou 2nd Season,9225
Allison to Lillia,19
AKB0048: Next Stage,5192
Hibike! Euphonium 2,15442
Carnival Phantasm,2047
Natsume Yuujinchou Go,16227
Initial D Fourth Stage,359
Gingitsune,7114
Vandread: The Second Stage,740
Hand Shakers,17474
Alice to Zouroku,18220
Dogs: Bullets & Carnage,1024
Nishi No Yoki Majo: Astraea Testament,506
Gunslinger Girl,289
Kishin Houkou Demonbane,338
Sekai Seifuku: Bouryaku no Zvezda,7684
Shugo Chara Party!,624
Ikkitousen: Xtreme Xecutor,20
Inazuma Eleven,354
Jyu Oh Sei,987
Arakawa under the Bridge x Bridge,1457
Hyakuren no Haou to Seiyaku no Valkyria,22702
Mitsudomoe,1252
Tokyo Majin Gakuen Kenpucho: Tou,707
Space☆Dandy,7475
Himouto! Umaru-chanR,19115
Upotte!!,3337
Aikatsu!Idol Katsudou!,4911
Pretty Rhythm: Aurora Dream,1922
Hanayamata,7900
Rurouni Kenshin: Meiji Kenkaku Romantan,1112
Binan Koukou Chikyuu Bouei-bu LOVE!,10077
Tiger & Bunny,1878
Koi Kaze,426
WWW.Working!!,16428
Golden Kamuy,21458
ACCA: 13-ku Kansatsu-ka,16938
Negima!?,1011
Manyuu Hiken-chou,2002
Tales of Symphonia The Animation: Sylvarant-hen,141
Inugami-san to Nekoyama-san,8349
Non Non Biyori Repeat,13044
Yagate Kimi ni Naru,22955
Sirius,22762
Ping Pong: The Animation,8225
Terra Formars Revenge,15863
World Trigger: Toubousha-hen,14568
3-gatsu no Lion 2,18880
Danchigai,12208
Hana Yori Dango,1269
Nodame Cantabile: Paris-hen,509
Dragon Ball Kai (2014),8332
Ginga Kikoutai Majestic Prince,5865
Prism Ark,879
Phantasy Star Online 2: The Animation,13709
Kenka Banchou Otome: Girl Beats Boys,18426
xxxHOLiC: Kei,757
Kamen no Maid Guy,388
Kidou Senshi Gundam SEED Destiny,312
Kyousougiga,6652
Gen'ei o Kakeru Taiyou,6394
Yuru Yuri San☆Hai!,11467
World Trigger (2016),15698
Koyomimonogatari,15494
Hellsing: The Dawn,2055
Futakoi,261
Seikimatsu Occult Gakuin,1254
Hetalia World Series,1098
Ro-Kyu-Bu! SS,5202
Haibane Renmei,297
Sket Dance,1879
Sengoku Basara Ni,1280
Young Black Jack,14499
Initial D Fifth Stage,5002
White Album,797
Mahou Shoujo Lyrical Nanoha A's,448
Yuragi-sou no Yuuna-san,22187
Kino no Tabi: the Beautiful World - the Animated Series,18852
Quanzhi Fashi,20795
Flip Flappers,16357
Beatless,21907
Tsukuyomi: Moon Phase,131
Joukamachi no Dandelion,13151
18if,18384
Strike the Blood II,17041
Mousou Dairinin,538
Kannazuki no Miko,392
Hachimitsu to Clover,313
Nodame Cantabile Finale,508
Netsuzou TRap,18253
Rinne no Lagrange,2142
Hungry Heart: Wild Striker,337
Udon no Kuni no Kiniro Kemari,15777
Kidou Senshi Gundam: Tekketsu no Orphans,13773
Natsume Yuujinchou Roku,18439
Shangri-La,609
Sabage-bu!,8613
Macademi Wasshoi!,162
So-Ra-No-Wo-To,639
Yozakura Quartet: Hana no Uta,6646
Sora no Method,9781
Tenshi Kinryouku,30
Bakugan Battle Brawlers,147
Konohana Kitan,18929
Peace Maker Kurogane,908
Gintama.: Porori-hen,21343
Ai no Kusabi (2012),3345
Bikini Warriors,12877
Scrapped Princess,595
Shinkyoku Soukai Polyphonica Crimson S,1662
Kanojo to Kanojo no Neko: Everything Flows,15564
Night Head Genesis,502
DNA² - Dokoka de Nakushita Aitsu no Aitsu,238
World Destruction: Sekai Bokumetsu no Rokunin,752
Satsuriku no Tenshi Specials,26225
Queen's Blade: Gyokuza o Tsugu Mono,556
Gankutsuou,264
Oshiete! Galko-chan,15110
Shukufuku no Campanella,1180
Mermaid Melody: Pichi Pichi Pitch Pure,1642
Kyoukai no Rinne,10473
Tokyo Majin Gakuen Kenpuchou Tou Dai Ni Maku,708
Mai-Otome,896
Dies Irae,15387
Fushigi Yuugi,1294
Kyou no Asuka Show,4577
Sasameki Koto,588
Bubuki Buranki,15156
Bartender,1017
Yuuki Yuuna wa Yuusha de Aru,9813
Shin Tennis no Ouji-sama,2140
Texhnolyze,1100
Metal Fight Beyblade,4613
Persona: Trinity Soul,541
Gin no Saji 2nd Season,7533
Tsugumomo,17815
Starry Sky,1554
Hanebado!,22544
Cross Game,228
Yume-iro Pâtissière SP Professional,1487
Natsuyuki Rendezvous,4340
Princess Tutu,553
Kill Me Baby,2359
Bus Gamer,207
Fractale,1674
Mahou Shoujo Lyrical Nanoha StrikerS,449
Last Exile,440
Wizard Barristers: Benmashi Cecil,7681
Asobi Asobase,22493
Harukanaru Toki no Naka de: Hachiyou Shou,315
Pokémon XY,6637
Keppeki Danshi! Aoyama-kun,18681
Osake wa Fuufu ni Natte Kara,19552
Tottoko Hamtarou,1938
Date A Live Ⅲ,21986
Quan Zhi Gao Shou: Tebie Pian,22666
Shirogane no Ishi: Argevollen,8958
Tales of Symphonia: Tethe'alla-hen,864
Shin Kidou Senki Gundam Wing,1204
Toshokan Sensou,713
Yu☆Gi☆Oh! Zexal,1891
"Trickster: Edogawa Ranpo ""Shounen Tanteidan"" yori",17044
Planetes,1065
Majin Tantei Nogami Neuro,456
Shin Koihime Musou,614
Rockman.EXE,815
All Out!!,14869
Bamboo Blade,177
Urara Meirochou,16156
Genshiken,269
Dorei-ku The Animation,21916
Digimon Xros Wars,1267
Saiki Kusuo no Ψ-nan 2,18860
Castlevania 2nd Season,21205
Bananya,17064
E's Otherwise,1001
Hatsukoi Monster,13637
Sugar*Soldier,7713
Shinigami no Ballad,617
Miss Monochrome: The Animation,6920
Saishuu Heiki Kanojo,581
Galactik Football,1880
Eve no Jikan,792
Minami-ke Okawari,1275
Evil or Live,21673
Denki-gai no Honya-san,9322
A.I.C.O.: Incarnation,21474
Sin: Nanatsu no Taizai,17645
Murder Princess,516
Wagaya no Oinari-sama.,796
Shigofumi,784
Fudanshi Koukou Seikatsu,16675
Yami Shibai 2nd Season,9289
Cheer Danshi!!,16330
Ryuuou no Oshigoto!,21217
Zettai Bouei Leviathan,5872
Yoake Mae yori Ruriiro na: Crescent Love,80
Hayate no Gotoku! Hayate the Combat Butler: Can't Take My Eyes Off You,4898
Sakurada Reset,17899
Super Seisyun Brothers,7028
ISLAND,16358
Baki the Grappler (S1 und S2),1684
Majimoji Rurumo,8948
Yumeria,767
Gakuen Babysitters,18988
Planetarian: Chiisana Hoshi no Yume,16595
Inazuma Eleven GO,1928
Bokurano,199
Shouwa Genroku Rakugo Shinjuu,15040
Anne Happy♪,13634
Asatte no Houkou.,170
Love♥Love?,446
Gintama.: Shirogane no Tamashii-hen,22336
Mononoke,823
RWBY Volume 5,21376
Michiko to Hatchin,468
Fairy Tail: Final Series,21329
Kashimashi: Girl meets Girl,398
Tsuritama,3298
Canvas 2: Niji-iro no Sketch,212
"Gyakuten Saiban: Sono ""Shinjitsu"", Igi Ari!",14877
Ginga e Kickoff!!,3290
Kono Minikuku mo Utsukushii Sekai,431
D.C. III: Da Capo III,5189
Yuu☆Yuu☆Hakusho,936
Shoukoku no Altair,18417
Kemeko Deluxe!,1012
Comic Girls,20870
Shinryaku!? Ika Musume,2084
Stella Jogakuin Koutou-ka C³-bu,6319
Pumpkin Scissors,1303
Shuffle! Memories,2016
D.C.S.S.: Da Capo Second Season,1494
Dororo,22759
El Cazador De La Bruja,1033
Nyanpire The Animation,1978
Magic☆Kyun! Renaissance,16911
Shichisei no Subaru,21663
Minami-ke: Okaeri,1780
Starmyu,11879
Tactics,670
Recorder to Randoseru Do♪,2361
RahXephon,557
Nagato Yuki-chan no Shoushitsu,9975
Slayers,786
Kiniro no Corda: Blue♪Sky,8355
Hachimitsu to Clover 2,314
Yojou-Han Shinwa Taikei,938
[email protected],5187
Busou Shinki,4856
Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuiokuhen,1114
Sekai de Ichiban Tsuyoku Naritai!,6631
Sumomomo Momomo: Chijou Saikyou no Yome,95
Konbini Kareshi,19510
Aiura,5908
Dakaretai Otoko 1-i ni Odosarete Imasu.,24494
"Doukyonin wa Hiza, Tokidoki, Atama no Ue.",25234
Juuni Kokuki,697
Touhou Gensou Mangekyou,2077
D.C.II: Da Capo II,305
Sky Girls,627
Golden Kamuy 2nd Season,24474
Chokotto Sister,217
Neo Angelique Abyss: Second Age,500
Fate/Extra Last Encore,16334
Makai Senki Disgaea,457
Sen'yuu. Dai 2 Ki,6396
Kenran Butou Sai: The Mars Daybreak,403
Chi's Sweet Home,220
Nana Maru San Batsu,18435
Gunparade March: Arata naru Kougunka,288
Miira no Kaikata,21025
Pokémon Best Wishes!,1945
Mugen no Juunin,190
Kakegurui××,22429
I My Me! Strawberry Eggs,1270
Zettai Karen Children,1174
Rozen Maiden (2013),6065
Rinne no Lagrange 2,4343
Hoozuki no Reitetsu,7706
Aoi Hana,36
Terra e... (2007),930
Saint Seiya: The Lost Canvas - Meiou Shinwa,1277
Dagashi Kashi 2,21487
Baki,18322
Natsu-iro Kiseki,3246
Kanon,393
Samurai 7,841
Ikoku Meiro no Croisee,1970
Hanaukyo Maid Tai: La Verit,526
Dennou Coil,340
Gochuumon wa Usagi Desu ka??,14144
Jikan no Shihaisha,18398
Lostorage Incited WIXOSS,16626
Kakuriyo no Yadomeshi,22208
Makura no Danshi,13310
B-Project: Kodou*Ambitious,16466
Kyoushirou to Towa no Sora,958
Kaze ga Tsuyoku Fuiteiru,23626
Nanatsu-iro★Drops,119
GetBackers: Dakkan'ya,271
Yowamushi Pedal: New Generation,14895
Initial D Final Stage,8243
Ange Vierge,16335
Takahashi Rumiko Gekijou Ningyo no Mori,467
Toji no Miko,19792
Miraculous Ladybug,15181
Seikai no Monshou,597
Concrete Revolutio: Choujin Gensou,13641
Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari,14896
Minami-ke Tadaima,5193
Fune wo Amu,16215
Hello!! Kiniro Mosaic,11034
Kodomo no Jikan: Ni Gakki,2116
Endride,15700
Code:Realize: Sousei no Himegimi,14337
Mushiuta,1515
D.C.II S.S.: Da Capo II Second Season,232
Haiyoru! Nyaruani: Remember My Love,1529
Honoo no Mirage,473
Centaur no Nayami,18386
Youkai Apato no Yuuga na Nichijou,18911
Kiss Dum: Engage Planet,420
Alps no Shoujo Heidi,9370
3D Kanojo: Real Girl 2nd Season,24457
Ragnarok the Animation,875
Tatakau Shisho: The Book of Bantorra,678
Kenzen Robo Daimidaler,8352
Osomatsu-san,14183
Tantei Opera Milky Holmes,1477
Guin Saga,284
Shounen Maid,14491
Attack No. 1,1937
Space☆Dandy 2,8960
Etotama,10736
Tokyo Underground,710
Hitori no Shita: The Outcast 2nd Season,19150
Huyao Xiao Hongniang,18589
Macross Δ,15364
Yuyushiki,5873
Free!: Dive to the Future,22764
Uta no☆Prince-sama♪ Maji Love Legend Star,15603
Maria-sama ga Miteru,460
White Album 2nd Season,798
Saki: Zenkoku-hen,6678
.hack//Quantum,1603
Saki: Achiga-hen - Episode of Side-A,3289
Ayakashi: Japanese Classic Horror,231
Caligula,22246
To Be Hero,17813
Weiss Survive,743
Dive!!,18395
Ojisan to Marshmallow,14910
Ojamajo Doremi Sharp,1676
Binbou Shimai Monogatari,181
Queen's Blade: Rebellion,3450
Tsurune: Kazemai Koko Kyudo-bu,22001
Persona 5 the Animation,21437
Soul Link,649
Gatchaman Crowds Insight,9331
Tales of Symphonia: Sekai Tougou-hen,2372
Show By Rock!!,9912
Kidou Senshi Gundam: Tekketsu no Orphans 2nd Season,17369
Kemono no Souja Erin,400
Innocent Venus,607
Gunslinger Girl: Il Teatrino,524
Fushigi no Umi no Nadia,825
Sonic X,4863
Mo Dao Zu Shi,24513
Battle Programmer SHIRASE,214
Captain Tsubasa J,5820
Sora no Manimani,643
Yoku Wakaru Gendai Mahou,761
RideBack,568
Gintama.: Shirogane no Tamashii-hen - Kouhan-sen,22793
Kyou no Go no Ni (2008),903
Captain Earth,8330
Senki Zesshou Symphogear GX: Believe in Justice and Hold a Determination to Fist.,9349
Hunter x Hunter: Greed Island,1265
Katsugeki/Touken Ranbu,16332
Gin no Guardian 2nd Season,20798
Pop Team Epic,19113
Angolmois: Genkou Kassen-ki,21066
Kanamemo,390
"Yondemasu yo, Azazel-san.",1452
Bakugan Battle Brawlers: New Vestroia,1664
Fight Ippatsu! Juuden Chan!!,11
Fantasista Doll,6215
Matantei Loki Ragnarok,465
Kyou Kara Maou! R,438
Marmalade Boy,1539
Kino no Tabi: the Beautiful World,793
Yu☆Gi☆Oh! Arc-V,8373
Lance N' Masques,10611
Jinrui wa Suitai Shimashita,4307
Izumo: Takeki Tsurugi no Senki,704
HaruChika: Haruta to Chika wa Seishun Suru,13627
Chio-chan no Tsuugakuro,20961
12-Sai: Chiccha na Mune no Tokimeki,15775
Kimi ga Nozomu Eien: Next Season,850
Ai Tenchi Muyo!,9836
Bishoujo Senshi Sailor Moon: Crystal - Death Busters-hen,14682
Radiant,22504
Inazuma Eleven GO: Chrono Stone,3614
Reikenzan: Eichi e no Shikaku,18113
Harukana Receive,21340
Hitohira,329
Amanchu!,14894
Tenshi no 3P!,17977
Soukou no Strain,647
Kyuuketsuhime Miyu,809
Toaru Majutsu no Index III,21889
Aishen Qiaokeli-ing...,16296
Saiyuuki Reload Blast,17525
Tonari no Kyuuketsuki-san,22773
Namiuchigiwa no Muromi-san,5883
Phi Brain: Kami no Puzzle - Shukuteki! Rätsel-hen,7032
Hunter x Hunter: Greed Island Final,1266
Mujin Wakusei Survive,1500
Yuri Kuma Arashi,10078
Rio: Rainbow Gate!,1566
Hourou Musuko,1672
Uchuu Patrol Luluco,15862
Vatican Kiseki Chousakan,18248
OverDrive,1069
Chu Feng: B.E.E,13493
"Wake Up, Girls!",6777
Love Live! Sunshine!! 2nd Season,18814
Battery,16214
Chocolat no Mahou,2121
Re-Kan!,10969
Naruto Sugoi Doryoku: Rock Lee no Seishun Full-Power Ninden,3287
Final Fantasy: Unlimited,486
Sunohara-sou no Kanrinin-san,22245
Persona 4 The Golden Animation,8950
Blue Drop: Tenshi-tachi no Gikyoku,195
Hanaukyou Maid Tai,303
Nobunaga Concerto,9287
Chibi☆Devi!,2112
Uchouten Kazoku,6309
Dr. Slump,369
Inferno Cop,5288
"Iriya no Sora, UFO no Natsu",363
Aikatsu! 2,7095
Oban Star-Racers,1695
Ginga Eiyuu Densetsu,969
Aria the Animation,189
Shion no Ou,619
Hinomaruzumou,22390
Ookiku Furikabutte,777
"Omiai Aite wa Oshiego, Tsuyokina, Mondaiji.",21645
Seikai no Senki,598
Mutsu Enmei Ryuu Gaiden: Shura no Toki,1129
Wagamama High Spec,14482
Hetalia: The World Twinkle,13123
Kowabon,14168
Sengoku Night Blood,19201
Kodomo no Omocha,1239
SSSS.Gridman,21062
Kuma Miko,14899
Akkun to Kanojo,22266
Koukaku no Pandora,15265
Abenobashi Mahou☆Shoutengai,18
Zoku Sayonara Zetsubou Sensei,802
Love Hina Again,1921
Rizelmine,1284
Sakura Quest,18354
Bakumatsu Rock,8680
Ulysses: Jeanne d'Arc to Renkin no Kishi,22153
One Room,18355
Yami Shibai 3rd Season,15366
"Kono Danshi, Mahou ga Oshigoto Desu.",15264
Komori-san wa Kotowarenai!,13617
Brave Witches,15982
Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen,16426
Piano no Mori,22003
Mahoromatic: Automatic Maiden,451
Ling Qi: Bond of the Underworld,22632
"Wakfu: Ogrest, la légende",6938
Uchuu Kyoudai,3243
Sunabozu,666
Uchi no Maid ga Uzasugiru!,22906
Jinsei,8944
Mouryou no Hako,480
Narue no Sekai,827
Ore ga Suki nano wa Imouto dakedo Imouto ja nai,21987
Momokuri (TV),17125
Yu☆Gi☆Oh! Zexal 2,4920
Code-E,240
Kagewani,14167
Slayers Next (S2),634
Hayate no Gotoku! Cuties,5875
Ame-iro Cocoa,11457
Soukyuu no Fafner: Dead Aggressor,1191
Momo Kyun Sword,8949
Itou Junji: Collection,22309
Koufuku Graffiti,9907
Mitsudomoe Zouryouchuu!,1632
Sword Gai: The Animation,15008
Aika,21
Spiral: Suiri no Kizuna,1338
Lodoss-tou Senki: Eiyuu Kishi Den,564
Kiddy Grade,406
Cheating Craft,17851
Back Street Girls: Gokudolls,22271
Maria†Holic Alive,1898
Magikano,1181
s.CRY.ed,596
Duel Masters,1447
GUNxSWORD,290
Honoo no Shinkirou: Minagiwa no Hangyakusha,1398
Tsuyokiss Cool x Sweet,115
Pokémon Best Wishes! Season 2,5443
Solty Rei,641
Shonan Junai Gumi,902
Beelzebub-jou no Okinimesu mama.,22948
Nozo x Kimi,9739
Rolling☆Girls,10476
Heroman,829
Mamoru-kun ni Megami no Shukufuku wo!,847
Maria-sama ga Miteru: Haru,461
ViVid Strike!,17366
Kaiba,771
Hinako Note,17705
Karas,395
Nyanko Days,17953
Basquash!,178
Houkago no Pleiades (2015),11247
Nijuu-Mensou no Musume,503
Psychic Academy Aura Banshou,554
Hyakko,594
Noein: Mou Hitori no Kimi e,1172
High Score Girl,9332
Jyushin Enbu: Hero Tales,1378
Hen Zemi,1528
Aggressive Retsuko,22531
Uma Musume: Pretty Derby,18986
Cardfight!! Vanguard,1612
Weiß Survive R,744
Recorder to Randsell Re,3462
Pokémon XY&Z,14565
Bungaku Shoujo: Memoire,1519
Naisho no Tsubomi,2076
Versailles no Bara,1940
Ojamajo Doremi Dokkaan!,1631
Garo: Vanishing Line,21543
Mahou Shoujo Ore,22405
Getsuyoubi no Tawawa,18034
Gundam Build Fighters,6645
Shoujo Kakumei Utena,1615
Yakushiji Ryouko no Kaiki Jikenbo,1055
Avenger,57
Bakuon!!,14951
Joshikousei: Girl's High,1162
JoJo no Kimyou na Bouken: Ougon no Kaze,24458
Koutetsu Tenshi Kurumi,851
Kyoto Teramachi Sanjou no Holmes,24413
Shigurui,611
Honobono Log,16745
Sugar Sugar Rune,1169
Touken Ranbu: Hanamaru,16331
Golgo 13,522
Skirt no Naka wa Kedamono Deshita.,20045
Maria-sama ga Miteru 4th Season,463
Girlish Number,15704
Seikai no Senki II,599
Ristorante Paradiso,570
Najica Dengeki Sakusen,826
Pretty Rhythm: Rainbow Live,5881
Ooya-san wa Shishunki!,14584
Slow Start,19626
Sengoku Musou,10475
Boogiepop wa Warawanai,22694
Quanzhi Fashi 2nd Season,21695
Full Metal Panic! Invisible Victory,18122
Futari Ecchi,814
Yama no Susume,5339
"Ima, Soko ni Iru Boku",843
Yomigaeru Sora: Rescue Wings,937
Seitokai Yakuindomo * OVA,9871
Samurai Deeper Kyou,586
The [email protected]: Cinderella Girls,9908
Ginga Eiyuu Densetsu: Die Neue These - Kaikou,15604
Metal Fight Beyblade: Baku,8875
Pokémon Generations,17840
Recorder to Ransel Mi,6310
Yowamushi Pedal: Glory Line,21215
Saredo Tsumibito wa Ryuu to Odoru,17655
Hori-san to Miyamura-kun,8311
Huntik - Secrets & Seekers,7276
Ayakashi,60
Jashin-chan Dropkick,22283
Wellber no Monogatari: Sisters of Wellber,1223
MADLAX,812
Phantom in the Twilight,22864
Reideen (2007),1083
Uchuu no Stellvia,724
Level E,1673
Koikoi 7,953
Slayers Try,638
Pokémon Best Wishes! Season 2: Episode N,5727
Kirarin☆Revolution,418
Watashi ni Tenshi ga Maiorita!,24194
Motto! Ojamajo Doremi,1857
Baldr Force Exe Resolution,148
Pupipo,7616
Simoun,905
Smile Precure!,2911
Mahou Shoujo Tokushuusen Asuka,24759
Ani ni Tsukeru Kusuri wa Nai!,18933
Tactical Roar,790
Moshidora,1824
Venus Versus Virus,1177
Ichigo Mashimaro,343
Samurai Flamenco,6649
Jigoku Shoujo: Yoi no Togi,18812
Binan Koukou Chikyuu Bouei-bu LOVE! LOVE!,15905
Tamayura: Hitotose,1394
Kubikiri Cycle: Aoiro Savant to Zaregototsukai,16824
Anime de Wakaru Shinryounaika,10496
Inazuma Eleven GO: Galaxy,6095
Wakfu S2,8427
Strange+,7715
Mamotte! Lollipop,978
Futakoi Alternative,488
Aquarian Age: Sign for Evolution,39
Argento Soma,142
Ao no 6-gou,1108
Saint Seiya: The Lost Canvas - Meiou Shinwa 2,1837
Animegataris,19411
Gaikotsu Shotenin Honda-san,21681
Mahoraba: Heartful days,450
Koharu Biyori,425
Shakunetsu no Takkyuu Musume,16336
Hand Maid May,527
Himawari!,151
Kemono Friends,18368
Katte ni Kaizou,2004
Lupin the Third: Mine Fujiko to Iu Onna,3315
Fukigen na Mononokean Tsuzuki,24468
Märchen Mädchen,21433
Kikoushi Enma,411
Okusama wa Mahou Shoujo,1066
Last Exile: Ginyoku no Fam,2091
Blade,1971
Nil Admirari no Tenbin,17654
Major 2nd,21947
Uta Kata,853
Maria-sama ga Miteru 3rd Season,462
Onihei,17763
Kyougoku Natsuhiko: Kousetsu Hyaku Monogatari,1440
Mitsuboshi Colors,18864
